Variant SKU,Variant Price,Variant Cost,Variant Inventory Qty,Variant Command
357980,729,453.0,111,UPDATE
3083825,4479,2800.0,2,UPDATE
824843,539,335.0,36,UPDATE
820117,1039,649.0,24,UPDATE
324941,959,599.0,150,UPDATE
3156928,2569,1605.0,115,UPDATE
3201338,4989,3116.0,107,UPDATE
3201402,4769,2977.0,6,UPDATE
3201985,3619,2260.0,47,UPDATE
3104603,1159,719.0,44,UPDATE
3152744,1189,740.0,156,UPDATE
3070434,19199,11997.0,42,UPDATE
3070443,20319,12698.0,42,UPDATE
3192031,1029,643.0,50,UPDATE
3192226,1089,681.0,50,UPDATE
3192486,1119,700.0,50,UPDATE
3193331,1029,643.0,50,UPDATE
3188232,3059,1909.0,24,UPDATE
3114147,1079,670.0,86,UPDATE
3144972,819,507.0,8,UPDATE
3152759,1279,796.0,8,UPDATE
3155361,739,461.0,43,UPDATE
3185402,2119,1324.0,47,UPDATE
3203142,1719,1075.0,29,UPDATE
3203233,1599,998.0,29,UPDATE
3056415,839,521.0,43,UPDATE
3152767,1429,888.0,8,UPDATE
3095213,1229,763.0,48,UPDATE
275943,1179,735.0,107,UPDATE
279691,2039,1273.0,88,UPDATE
3106458,3539,2212.0,23,UPDATE
160162,499,309.0,8,UPDATE
271745,969,601.0,192,UPDATE
273685,1359,846.0,200,UPDATE
277992,1319,825.0,23,UPDATE
279404,1179,737.0,112,UPDATE
279576,2309,1440.0,85,UPDATE
3059442,1529,954.0,6,UPDATE
3068988,3359,2095.0,91,UPDATE
3070029,4419,2761.0,54,UPDATE
3070779,3619,2262.0,51,UPDATE
813485,519,325.0,29,UPDATE
45356,789,489.0,55,UPDATE
45363,599,375.0,103,UPDATE
358995,759,469.0,45,UPDATE
48456,989,614.0,67,UPDATE
48480,819,507.0,113,UPDATE
825701,1189,738.0,32,UPDATE
318006,949,593.0,82,UPDATE
832332,1239,771.0,27,UPDATE
43626,329,206.0,200,UPDATE
832527,1029,642.0,8,UPDATE
152125,1229,767.0,31,UPDATE
152127,1369,851.0,30,UPDATE
3078639,469,289.0,179,UPDATE
3082151,2469,1543.0,74,UPDATE
3082153,3039,1896.0,74,UPDATE
3082164,3039,1896.0,74,UPDATE
3082166,3599,2249.0,74,UPDATE
3082191,4729,2956.0,74,UPDATE
832364,359,222.0,130,UPDATE
3082814,659,411.0,118,UPDATE
3082828,839,520.0,33,UPDATE
3095465,3719,2319.0,85,UPDATE
3095467,5939,3708.0,42,UPDATE
3095471,13379,8360.0,14,UPDATE
3095473,3299,2062.0,144,UPDATE
3096568,3269,2042.0,51,UPDATE
3098461,1079,673.0,94,UPDATE
317219,619,385.0,83,UPDATE
3104608,1319,821.0,147,UPDATE
3211816,3989,2491.0,59,UPDATE
3106453,1969,1226.0,78,UPDATE
3106464,2929,1829.0,33,UPDATE
3069399,2389,1488.0,36,UPDATE
3106466,3609,2255.0,23,UPDATE
364522,2439,1521.0,140,UPDATE
832764,569,353.0,94,UPDATE
332917,319,196.0,200,UPDATE
313344,1259,783.0,28,UPDATE
801482,599,375.0,97,UPDATE
142787,679,423.0,131,UPDATE
811889,689,427.0,177,UPDATE
282698,1359,847.0,173,UPDATE
51184,989,615.0,98,UPDATE
46575,369,229.0,106,UPDATE
244468,1099,687.0,53,UPDATE
151203,1719,1071.0,167,UPDATE
825864,609,380.0,23,UPDATE
318321,1209,754.0,74,UPDATE
144770,1289,806.0,57,UPDATE
46299,2449,1528.0,91,UPDATE
343587,1009,631.0,32,UPDATE
284410,599,369.0,34,UPDATE
146917,419,260.0,86,UPDATE
815424,899,558.0,116,UPDATE
44475,2039,1269.0,46,UPDATE
243630,1649,1029.0,67,UPDATE
316525,489,306.0,23,UPDATE
836141,839,520.0,89,UPDATE
151877,1719,1071.0,3,UPDATE
43721,559,349.0,96,UPDATE
135102,459,285.0,163,UPDATE
150901,1459,912.0,122,UPDATE
10225,539,332.0,132,UPDATE
815451,689,431.0,91,UPDATE
3154442,1939,1207.0,90,UPDATE
171564,639,394.0,133,UPDATE
285338,1839,1148.0,10,UPDATE
275078,1919,1199.0,149,UPDATE
3099148,5049,3151.0,123,UPDATE
3099207,4009,2502.0,128,UPDATE
803273,889,555.0,111,UPDATE
3156961,2679,1670.0,188,UPDATE
3203135,1789,1113.0,7,UPDATE
3203079,1759,1098.0,7,UPDATE
171566,789,491.0,183,UPDATE
3203093,1829,1142.0,111,UPDATE
3188247,6039,3771.0,91,UPDATE
3079660,9299,5811.0,14,UPDATE
273936,1219,762.0,111,UPDATE
3070820,1299,810.0,115,UPDATE
3188300,4769,2976.0,72,UPDATE
3188316,2159,1344.0,36,UPDATE
3203011,1719,1074.0,29,UPDATE
3059440,1239,772.0,119,UPDATE
3067665,6099,3810.0,180,UPDATE
3115780,1909,1190.0,16,UPDATE
3120168,1019,633.0,105,UPDATE
3120439,1319,822.0,97,UPDATE
3147144,729,451.0,69,UPDATE
3147455,7889,4928.0,75,UPDATE
3154373,3539,2207.0,162,UPDATE
3154987,359,220.0,179,UPDATE
3155380,659,410.0,37,UPDATE
3155404,6749,4216.0,29,UPDATE
3185463,2139,1335.0,3,UPDATE
3185475,2469,1543.0,1,UPDATE
3185622,1979,1235.0,100,UPDATE
3187039,4199,2622.0,128,UPDATE
3187940,7519,4694.0,6,UPDATE
3188302,2649,1655.0,84,UPDATE
3193496,839,520.0,33,UPDATE
808876,629,393.0,104,UPDATE
372396,1529,955.0,140,UPDATE
3203769,1339,833.0,4,UPDATE
372499,1929,1206.0,27,UPDATE
372492,2209,1378.0,123,UPDATE
835514,769,481.0,31,UPDATE
835940,619,383.0,60,UPDATE
318293,349,217.0,148,UPDATE
837861,689,431.0,49,UPDATE
13176,119,71.0,22,UPDATE
837468,1299,810.0,36,UPDATE
825479,619,382.0,76,UPDATE
40703,259,159.0,120,UPDATE
825521,1219,761.0,28,UPDATE
825030,419,262.0,99,UPDATE
836632,589,363.0,116,UPDATE
837350,669,414.0,114,UPDATE
3206595,2359,1475.0,47,UPDATE
14706,119,74.0,149,UPDATE
3204074,2039,1269.0,12,UPDATE
3204707,2329,1456.0,18,UPDATE
3204724,2459,1532.0,60,UPDATE
3204726,2649,1652.0,16,UPDATE
3204730,2539,1585.0,27,UPDATE
155383,289,181.0,59,UPDATE
155432,249,153.0,29,UPDATE
155430,389,239.0,7,UPDATE
3204751,2899,1809.0,23,UPDATE
3204538,2329,1456.0,50,UPDATE
3204552,2519,1575.0,50,UPDATE
3203703,989,614.0,6,UPDATE
3203701,769,477.0,3,UPDATE
3203715,499,307.0,14,UPDATE
3203633,489,302.0,22,UPDATE
364541,479,300.0,43,UPDATE
364560,569,353.0,9,UPDATE
3204339,2819,1759.0,85,UPDATE
356385,1499,934.0,6,UPDATE
3206583,2979,1860.0,140,UPDATE
3210073,729,454.0,105,UPDATE
3205194,2269,1414.0,28,UPDATE
356635,1999,1249.0,7,UPDATE
356730,1149,718.0,3,UPDATE
172095,469,293.0,39,UPDATE
835114,749,467.0,30,UPDATE
835032,729,452.0,46,UPDATE
364226,769,480.0,69,UPDATE
373674,719,445.0,63,UPDATE
373648,609,376.0,17,UPDATE
834254,279,170.0,169,UPDATE
3209135,2249,1401.0,11,UPDATE
838527,629,389.0,2,UPDATE
838533,759,470.0,98,UPDATE
836884,489,302.0,79,UPDATE
836941,679,425.0,7,UPDATE
836960,479,299.0,2,UPDATE
836969,449,280.0,60,UPDATE
825317,609,378.0,0,UPDATE
3216515,1599,995.0,0,UPDATE
838978,469,290.0,115,UPDATE
3086940,8779,5487.0,39,UPDATE
151179,2439,1520.0,79,UPDATE
836687,769,478.0,89,UPDATE
312427,1219,760.0,141,UPDATE
838152,889,555.0,39,UPDATE
357030,519,325.0,4,UPDATE
356986,379,234.0,33,UPDATE
3214364,1149,714.0,122,UPDATE
838125,1079,674.0,52,UPDATE
94380,1029,643.0,179,UPDATE
376441,1869,1166.0,199,UPDATE
365304,1389,867.0,137,UPDATE
3206406,1779,1110.0,21,UPDATE
372831,2569,1604.0,15,UPDATE
365953,589,365.0,172,UPDATE
376112,1499,936.0,1,UPDATE
135818,509,315.0,43,UPDATE
3206541,739,462.0,130,UPDATE
3209575,3189,1989.0,117,UPDATE
3210920,4099,2562.0,175,UPDATE
3251145,3659,2286.0,48,UPDATE
3251009,2379,1487.0,180,UPDATE
3250995,2369,1477.0,48,UPDATE
3251255,3759,2347.0,48,UPDATE
3251295,3929,2453.0,199,UPDATE
3251215,3489,2177.0,48,UPDATE
3251139,3479,2175.0,180,UPDATE
3251269,3059,1909.0,180,UPDATE
3251107,7129,4456.0,80,UPDATE
3251179,4479,2795.0,180,UPDATE
3251325,4159,2596.0,48,UPDATE
3251319,3549,2213.0,180,UPDATE
3211712,5699,3559.0,186,UPDATE
366074,859,532.0,79,UPDATE
366062,1529,954.0,153,UPDATE
366083,1549,968.0,101,UPDATE
366110,1459,908.0,81,UPDATE
3251365,4159,2596.0,48,UPDATE
3251049,4279,2674.0,89,UPDATE
3251579,5179,3237.0,89,UPDATE
3251035,4529,2828.0,48,UPDATE
3251037,3689,2301.0,163,UPDATE
3249748,4679,2923.0,73,UPDATE
3251409,4559,2848.0,180,UPDATE
3251399,4519,2821.0,180,UPDATE
3251507,5199,3244.0,163,UPDATE
3249498,3369,2102.0,73,UPDATE
3249502,3349,2088.0,162,UPDATE
3249542,3349,2088.0,162,UPDATE
3212895,5109,3191.0,16,UPDATE
3221077,2549,1592.0,153,UPDATE
3249627,5969,3728.0,105,UPDATE
3269703,2979,1858.0,15,UPDATE
3251449,5579,3483.0,180,UPDATE
3249397,3319,2074.0,79,UPDATE
3249407,3949,2467.0,79,UPDATE
3249818,4539,2834.0,73,UPDATE
3249847,3969,2476.0,79,UPDATE
3249832,3789,2366.0,162,UPDATE
3251539,7219,4509.0,89,UPDATE
3251636,4189,2617.0,73,UPDATE
3251629,4739,2959.0,166,UPDATE
3251719,3799,2370.0,166,UPDATE
3219058,4459,2782.0,189,UPDATE
3249898,5199,3244.0,73,UPDATE
3249968,4959,3097.0,73,UPDATE
3249887,5159,3223.0,79,UPDATE
3251655,4279,2670.0,23,UPDATE
3251669,3879,2424.0,180,UPDATE
3218095,5499,3434.0,144,UPDATE
3219196,3969,2476.0,175,UPDATE
3250328,6559,4094.0,73,UPDATE
3250337,7829,4892.0,79,UPDATE
3250412,5009,3128.0,162,UPDATE
3224347,6369,3977.0,189,UPDATE
3249678,5329,3331.0,73,UPDATE
3218696,3759,2350.0,175,UPDATE
3257802,4059,2534.0,73,UPDATE
3257738,4779,2984.0,196,UPDATE
10982,169,104.0,42,UPDATE
3249411,3329,2080.0,166,UPDATE
3218766,6609,4128.0,86,UPDATE
3218718,4749,2965.0,138,UPDATE
3218455,7199,4495.0,144,UPDATE
3218385,6589,4113.0,144,UPDATE
3223703,6169,3852.0,144,UPDATE
3249322,2109,1314.0,162,UPDATE
3249362,2459,1533.0,162,UPDATE
30320,699,434.0,25,UPDATE
3212462,2709,1691.0,16,UPDATE
3249308,1929,1201.0,73,UPDATE
365979,1219,762.0,163,UPDATE
366223,1479,922.0,55,UPDATE
366216,759,470.0,162,UPDATE
375440,509,318.0,9,UPDATE
3253445,5489,3429.0,23,UPDATE
375939,2129,1331.0,19,UPDATE
3253395,2469,1542.0,48,UPDATE
3224417,6239,3899.0,189,UPDATE
3223942,5739,3586.0,161,UPDATE
365132,2079,1296.0,182,UPDATE
3249432,3089,1931.0,162,UPDATE
3249418,2729,1701.0,73,UPDATE
3249851,3329,2078.0,166,UPDATE
3249858,4119,2574.0,73,UPDATE
3219206,4029,2513.0,175,UPDATE
3250287,8119,5069.0,48,UPDATE
3251489,5499,3435.0,89,UPDATE
3251089,5449,3405.0,89,UPDATE
3281630,609,381.0,172,UPDATE
3252296,5229,3267.0,198,UPDATE
3252263,4359,2719.0,118,UPDATE
3224305,5739,3587.0,189,UPDATE
3223885,5939,3707.0,144,UPDATE
3260630,6519,4069.0,23,UPDATE
373105,919,571.0,6,UPDATE
3256777,3549,2217.0,118,UPDATE
3256812,4819,3008.0,118,UPDATE
3257094,6199,3871.0,23,UPDATE
3252429,2809,1753.0,53,UPDATE
3252455,3749,2341.0,48,UPDATE
3252506,3059,1912.0,198,UPDATE
3252469,2959,1846.0,53,UPDATE
3252546,3679,2299.0,198,UPDATE
3252559,3939,2462.0,53,UPDATE
3249902,5079,3174.0,162,UPDATE
3250012,4919,3073.0,162,UPDATE
3254600,2029,1266.0,55,UPDATE
3254820,2919,1823.0,55,UPDATE
3256878,3449,2152.0,73,UPDATE
3256892,3549,2213.0,198,UPDATE
3256899,3549,2213.0,198,UPDATE
3256948,5939,3711.0,73,UPDATE
3256941,5319,3323.0,73,UPDATE
156073,1859,1161.0,26,UPDATE
288174,659,409.0,107,UPDATE
3256955,5979,3736.0,198,UPDATE
3259458,3939,2457.0,66,UPDATE
3259018,2809,1754.0,172,UPDATE
3258173,2789,1742.0,23,UPDATE
3252565,4159,2598.0,48,UPDATE
3252753,4619,2887.0,118,UPDATE
3259231,3649,2277.0,81,UPDATE
3259227,3839,2400.0,66,UPDATE
3259238,4139,2587.0,81,UPDATE
3259487,4359,2722.0,172,UPDATE
3259424,3779,2357.0,172,UPDATE
3259445,3879,2421.0,172,UPDATE
3252895,5169,3226.0,48,UPDATE
3252906,5419,3385.0,73,UPDATE
3253026,5219,3261.0,198,UPDATE
3254860,3289,2053.0,54,UPDATE
3254910,3069,1914.0,55,UPDATE
3258621,3939,2458.0,23,UPDATE
3258874,5929,3702.0,73,UPDATE
3258881,6399,3999.0,73,UPDATE
3258950,6369,3976.0,23,UPDATE
3259161,3169,1978.0,81,UPDATE
3259168,3569,2228.0,81,UPDATE
3221697,4049,2530.0,153,UPDATE
3221767,5099,3182.0,153,UPDATE
3251759,5209,3251.0,180,UPDATE
3251765,6549,4093.0,48,UPDATE
3258559,5159,3221.0,73,UPDATE
3258184,3989,2489.0,149,UPDATE
3259032,4239,2645.0,85,UPDATE
3258531,5909,3688.0,73,UPDATE
3259070,5069,3165.0,81,UPDATE
3259066,5299,3310.0,61,UPDATE
3259053,4369,2726.0,172,UPDATE
3259039,4099,2560.0,172,UPDATE
3259577,5519,3448.0,66,UPDATE
156090,1119,695.0,76,UPDATE
3258481,6459,4032.0,23,UPDATE
3258506,6169,3852.0,149,UPDATE
3259189,3039,1896.0,81,UPDATE
3259252,4139,2587.0,81,UPDATE
3259542,5459,3412.0,66,UPDATE
3259853,2939,1834.0,23,UPDATE
3259549,5979,3737.0,61,UPDATE
3254036,4199,2622.0,73,UPDATE
3276044,4589,2863.0,109,UPDATE
3258628,4359,2722.0,23,UPDATE
3258538,6399,3995.0,73,UPDATE
3258573,5159,3221.0,73,UPDATE
3259563,5519,3448.0,66,UPDATE
3251547,3999,2499.0,163,UPDATE
3249937,6419,4009.0,48,UPDATE
3221327,3289,2053.0,153,UPDATE
3219485,5769,3602.0,189,UPDATE
3271482,6029,3763.0,189,UPDATE
3272178,3539,2212.0,153,UPDATE
3272199,4039,2523.0,153,UPDATE
3272311,4809,3001.0,153,UPDATE
3251799,5679,3546.0,180,UPDATE
3251809,5719,3571.0,180,UPDATE
3251849,5719,3571.0,180,UPDATE
3249528,3939,2458.0,73,UPDATE
3249692,5919,3696.0,162,UPDATE
3258888,6519,4074.0,73,UPDATE
3258895,6999,4370.0,73,UPDATE
3259196,3519,2200.0,81,UPDATE
3259206,3839,2394.0,61,UPDATE
3259210,3519,2200.0,81,UPDATE
3259514,5459,3412.0,66,UPDATE
3259521,5979,3737.0,61,UPDATE
3259528,5459,3412.0,66,UPDATE
3259535,5979,3737.0,61,UPDATE
3254055,4349,2717.0,23,UPDATE
3254095,5319,3322.0,48,UPDATE
3254202,5289,3303.0,73,UPDATE
3254242,5289,3303.0,73,UPDATE
3218506,5369,3352.0,161,UPDATE
3227532,3129,1952.0,159,UPDATE
3227539,3099,1935.0,163,UPDATE
3227553,3599,2245.0,163,UPDATE
3227868,3739,2333.0,163,UPDATE
3228057,4859,3036.0,163,UPDATE
3228106,5839,3649.0,163,UPDATE
3258240,8179,5112.0,73,UPDATE
3271765,4169,2601.0,166,UPDATE
3271681,5329,3330.0,166,UPDATE
3271863,4689,2929.0,166,UPDATE
3271856,4419,2760.0,166,UPDATE
3271849,5549,3463.0,82,UPDATE
3252209,2269,1414.0,53,UPDATE
3252476,3629,2268.0,198,UPDATE
3252525,4159,2598.0,48,UPDATE
3252855,4329,2704.0,23,UPDATE
3252869,3759,2345.0,53,UPDATE
3252919,3669,2288.0,53,UPDATE
3252946,5909,3693.0,198,UPDATE
3252959,5129,3201.0,53,UPDATE
3252986,5909,3693.0,198,UPDATE
3252999,5579,3486.0,53,UPDATE
3253039,6279,3920.0,53,UPDATE
3275582,3539,2207.0,109,UPDATE
3275596,4649,2902.0,109,UPDATE
3275813,4329,2703.0,108,UPDATE
3275851,5449,3406.0,153,UPDATE
3221297,3509,2190.0,153,UPDATE
3224434,2319,1450.0,166,UPDATE
3224441,2839,1773.0,166,UPDATE
3224448,3749,2341.0,82,UPDATE
3224462,4159,2596.0,166,UPDATE
3224469,4749,2968.0,82,UPDATE
3224495,6649,4156.0,76,UPDATE
3224504,3339,2087.0,135,UPDATE
3224525,4689,2930.0,166,UPDATE
3224546,3099,1936.0,166,UPDATE
3224567,3619,2257.0,166,UPDATE
3224602,4939,3087.0,166,UPDATE
3224628,4939,3086.0,155,UPDATE
3224635,5559,3472.0,155,UPDATE
3224637,6319,3945.0,82,UPDATE
3224642,6109,3818.0,155,UPDATE
3224649,4529,2826.0,155,UPDATE
3224476,4639,2898.0,166,UPDATE
3224483,5019,3135.0,82,UPDATE
3224656,4529,2826.0,155,UPDATE
3224707,5469,3417.0,166,UPDATE
3227875,4159,2594.0,159,UPDATE
3275736,5159,3225.0,109,UPDATE
3226090,6119,3820.0,144,UPDATE
3255866,7749,4841.0,184,UPDATE
3255954,3189,1992.0,73,UPDATE
3255982,3849,2405.0,73,UPDATE
3255989,3849,2405.0,73,UPDATE
3255996,3849,2405.0,73,UPDATE
3256010,4529,2826.0,73,UPDATE
3256129,5439,3398.0,73,UPDATE
3256279,7449,4655.0,184,UPDATE
3256340,3589,2240.0,163,UPDATE
3256465,4079,2546.0,73,UPDATE
3256576,4719,2950.0,23,UPDATE
3256597,6529,4076.0,48,UPDATE
3256611,6529,4076.0,48,UPDATE
3256618,6529,4076.0,48,UPDATE
3256716,8629,5391.0,23,UPDATE
3256737,6639,4144.0,23,UPDATE
3256920,4029,2514.0,73,UPDATE
3256997,4149,2589.0,198,UPDATE
3252829,4579,2857.0,53,UPDATE
3275491,4549,2843.0,109,UPDATE
3254680,4579,2858.0,55,UPDATE
3257193,6319,3950.0,198,UPDATE
3255210,4179,2610.0,55,UPDATE
3255246,4699,2935.0,73,UPDATE
3255250,4429,2763.0,54,UPDATE
3255265,4749,2964.0,23,UPDATE
3255470,5709,3567.0,55,UPDATE
3219937,4749,2965.0,166,UPDATE
3212214,4509,2818.0,16,UPDATE
3220117,3189,1988.0,166,UPDATE
3220157,3639,2274.0,166,UPDATE
3257809,4609,2881.0,73,UPDATE
3220197,3959,2470.0,166,UPDATE
3220207,3389,2116.0,166,UPDATE
3220425,4539,2835.0,155,UPDATE
3220467,4099,2560.0,166,UPDATE
3220517,3279,2048.0,166,UPDATE
3220607,5499,3434.0,166,UPDATE
3255320,3849,2401.0,54,UPDATE
3255360,5269,3290.0,55,UPDATE
3257511,5799,3625.0,73,UPDATE
3249582,3989,2492.0,162,UPDATE
3251706,5359,3345.0,73,UPDATE
3218345,5509,3440.0,144,UPDATE
3257823,5329,3330.0,73,UPDATE
373220,1549,966.0,9,UPDATE
3227924,4289,2677.0,163,UPDATE
3219156,5079,3175.0,175,UPDATE
373153,1039,649.0,41,UPDATE
3256492,5229,3266.0,199,UPDATE
3256499,5599,3495.0,79,UPDATE
3256562,4979,3108.0,79,UPDATE
3256569,4979,3108.0,79,UPDATE
3256653,6179,3861.0,23,UPDATE
3263774,2989,1864.0,166,UPDATE
3263891,4379,2737.0,109,UPDATE
3264391,3179,1985.0,109,UPDATE
3265521,4089,2556.0,104,UPDATE
3265535,4439,2770.0,104,UPDATE
3265549,4439,2770.0,104,UPDATE
3265717,2729,1704.0,109,UPDATE
3224455,4259,2660.0,82,UPDATE
3227784,5449,3405.0,80,UPDATE
3227854,3359,2096.0,163,UPDATE
3227882,3739,2333.0,163,UPDATE
3227896,3059,1911.0,163,UPDATE
3227913,3599,2244.0,122,UPDATE
3228127,6619,4134.0,142,UPDATE
3256115,5079,3174.0,73,UPDATE
3256361,4339,2710.0,163,UPDATE
3256389,7569,4730.0,80,UPDATE
3264144,4169,2605.0,153,UPDATE
3265066,4439,2769.0,104,UPDATE
842358,479,294.0,66,UPDATE
3227966,4809,3004.0,163,UPDATE
3228036,5719,3572.0,163,UPDATE
3228029,5229,3266.0,163,UPDATE
3228022,5719,3572.0,163,UPDATE
3228001,5229,3266.0,163,UPDATE
3227945,3979,2487.0,163,UPDATE
3228190,6819,4261.0,53,UPDATE
3228008,5719,3572.0,163,UPDATE
3228015,5229,3266.0,163,UPDATE
3228043,5719,3572.0,163,UPDATE
3227987,5229,3266.0,163,UPDATE
366296,709,443.0,124,UPDATE
3249357,2919,1825.0,79,UPDATE
366263,409,254.0,122,UPDATE
366277,1119,694.0,58,UPDATE
377341,559,345.0,0,UPDATE
4004369,1049,655.0,19,UPDATE
4004479,1149,714.0,113,UPDATE
4004549,1059,661.0,64,UPDATE
3254106,5279,3300.0,73,UPDATE
3252519,3429,2138.0,53,UPDATE
3224481,4249,2654.0,155,UPDATE
3258552,4649,2906.0,73,UPDATE
3251615,4359,2723.0,79,UPDATE
3256529,5769,3604.0,163,UPDATE
3257731,5159,3219.0,23,UPDATE
3227889,4159,2594.0,159,UPDATE
3219887,2919,1821.0,166,UPDATE
3256471,4249,2651.0,79,UPDATE
3256478,4249,2651.0,79,UPDATE
3263271,4399,2744.0,109,UPDATE
3251435,6109,3817.0,48,UPDATE
842420,329,205.0,37,UPDATE
3249982,5499,3437.0,162,UPDATE
3207744,1339,832.0,6,UPDATE
3210010,1319,823.0,73,UPDATE
358714,1279,795.0,74,UPDATE
367872,1589,988.0,8,UPDATE
3213563,3759,2344.0,31,UPDATE
3220427,5289,3304.0,82,UPDATE
3221367,3289,2053.0,153,UPDATE
3220067,2359,1471.0,166,UPDATE
3213568,3439,2148.0,31,UPDATE
4004729,1259,782.0,142,UPDATE
3227840,4429,2763.0,80,UPDATE
3227861,3769,2353.0,159,UPDATE
3256101,4079,2547.0,73,UPDATE
3256486,4809,3003.0,73,UPDATE
3261288,5809,3627.0,48,UPDATE
3264214,5239,3269.0,153,UPDATE
3254950,3599,2245.0,55,UPDATE
3265542,3999,2498.0,109,UPDATE
3263491,3959,2471.0,109,UPDATE
842289,419,261.0,0,UPDATE
3257319,3369,2106.0,73,UPDATE
374300,709,443.0,9,UPDATE
3256375,4829,3018.0,163,UPDATE
3253405,2969,1853.0,48,UPDATE
379507,749,467.0,17,UPDATE
365096,1389,867.0,36,UPDATE
3095478,9809,6131.0,23,UPDATE
155935,749,465.0,0,UPDATE
844919,689,430.0,96,UPDATE
368749,939,586.0,89,UPDATE
3270335,3839,2398.0,15,UPDATE
3257518,5799,3625.0,73,UPDATE
364698,1239,775.0,171,UPDATE
358664,1089,679.0,18,UPDATE
40879,519,322.0,7,UPDATE
45195,569,352.0,132,UPDATE
4000193,309,188.0,31,UPDATE
3255430,5229,3265.0,55,UPDATE
358670,759,473.0,31,UPDATE
3221657,3749,2343.0,153,UPDATE
840529,889,554.0,114,UPDATE
4000000,219,133.0,90,UPDATE
4000016,249,154.0,95,UPDATE
4000009,279,173.0,96,UPDATE
3264441,4699,2932.0,109,UPDATE
3250618,3379,2107.0,16,UPDATE
3265206,5169,3228.0,109,UPDATE
3251082,5239,3271.0,176,UPDATE
3250117,6319,3947.0,48,UPDATE
3270155,3789,2364.0,66,UPDATE
3280399,1539,962.0,66,UPDATE
94804,1449,901.0,15,UPDATE
3275715,4629,2888.0,109,UPDATE
3275708,4629,2888.0,109,UPDATE
3275701,4329,2706.0,109,UPDATE
3265703,2229,1390.0,109,UPDATE
3269989,3399,2125.0,15,UPDATE
3259259,3649,2277.0,81,UPDATE
140438,479,300.0,125,UPDATE
3221437,4079,2546.0,153,UPDATE
3264104,3869,2414.0,153,UPDATE
3208967,589,364.0,3,UPDATE
144897,459,287.0,106,UPDATE
249473,389,238.0,125,UPDATE
3269839,3449,2153.0,66,UPDATE
4003372,199,124.0,159,UPDATE
155805,619,383.0,179,UPDATE
370003,419,258.0,88,UPDATE
3214289,5479,3421.0,98,UPDATE
3299550,5649,3528.0,75,UPDATE
3204747,3199,2000.0,123,UPDATE
3270019,3529,2205.0,15,UPDATE
3295829,1299,807.0,55,UPDATE
4004301,849,527.0,73,UPDATE
4004395,769,481.0,59,UPDATE
3220597,5019,3133.0,166,UPDATE
3272171,3779,2358.0,153,UPDATE
3224616,5659,3537.0,166,UPDATE
3224770,5589,3491.0,166,UPDATE
3250490,2499,1562.0,16,UPDATE
3250754,1389,864.0,29,UPDATE
4007120,479,294.0,34,UPDATE
3250486,2709,1690.0,15,UPDATE
3256934,4749,2963.0,198,UPDATE
3257151,7249,4529.0,73,UPDATE
3250658,4549,2838.0,15,UPDATE
3250501,2549,1589.0,28,UPDATE
3121041,929,581.0,59,UPDATE
3250806,2629,1642.0,14,UPDATE
3250597,3709,2313.0,29,UPDATE
3257185,7089,4427.0,48,UPDATE
3120872,1059,661.0,107,UPDATE
365930,599,369.0,86,UPDATE
3259606,5479,3423.0,172,UPDATE
3264758,4749,2967.0,109,UPDATE
3214294,8329,5201.0,48,UPDATE
3259556,5979,3737.0,61,UPDATE
3253066,5729,3578.0,198,UPDATE
3253625,3779,2362.0,23,UPDATE
3253646,2899,1807.0,73,UPDATE
3250522,3579,2235.0,3,UPDATE
3250974,3389,2114.0,0,UPDATE
4004870,1649,1027.0,14,UPDATE
3299462,5039,3144.0,40,UPDATE
3250698,3009,1880.0,7,UPDATE
3299559,4409,2754.0,56,UPDATE
3299483,3619,2259.0,41,UPDATE
94838,1559,969.0,4,UPDATE
3299590,6499,4061.0,15,UPDATE
3299621,4359,2725.0,27,UPDATE
47372,2439,1519.0,62,UPDATE
3250613,4919,3074.0,36,UPDATE
3250605,3669,2291.0,28,UPDATE
376881,309,193.0,9,UPDATE
376999,839,519.0,60,UPDATE
847414,279,169.0,176,UPDATE
3281534,1769,1106.0,36,UPDATE
3217130,829,515.0,4,UPDATE
4006414,639,394.0,110,UPDATE
3276605,1519,945.0,85,UPDATE
3266375,4259,2658.0,189,UPDATE
3266425,5149,3213.0,189,UPDATE
3269355,5549,3465.0,147,UPDATE
3269395,6049,3781.0,147,UPDATE
3269405,6489,4056.0,147,UPDATE
3276501,5839,3649.0,105,UPDATE
3275135,4369,2731.0,104,UPDATE
3275315,5049,3152.0,105,UPDATE
3268036,4929,3077.0,151,UPDATE
3268165,6159,3848.0,185,UPDATE
3268385,4389,2739.0,168,UPDATE
3268495,3599,2244.0,168,UPDATE
3268506,3129,1952.0,179,UPDATE
3268525,3909,2441.0,168,UPDATE
3268546,3769,2355.0,179,UPDATE
3268565,4189,2613.0,168,UPDATE
3268675,4269,2664.0,168,UPDATE
3268696,4159,2595.0,179,UPDATE
3268726,4509,2818.0,179,UPDATE
3269135,3759,2348.0,147,UPDATE
3269175,4479,2799.0,147,UPDATE
94450,589,367.0,35,UPDATE
94467,349,218.0,31,UPDATE
94444,299,185.0,35,UPDATE
94459,289,176.0,45,UPDATE
94478,309,188.0,91,UPDATE
94492,269,166.0,16,UPDATE
4002627,619,382.0,18,UPDATE
366602,639,398.0,113,UPDATE
